#OTU ID	R3T2r1Csoil	R3T1r1Bsoil	R3T4r2Bsoil	V2T4r2Csoil	R6T1r1Bsoil	V2T2r1Asoil	R6T1r6Asoil	R3T2r1Asoil	R6T2r5Csoil	V2T4r1Csoil	V2T4r6Csoil	R3T1r5Asoil	R6T2r5Asoil	V2T2r5Asoil	R3T1r5Csoil	R6T1r2Asoil	R3T2r6Bsoil	R6T2r2Csoil	R3T1r6Asoil	V2T4r1Bsoil	R3T4r5Csoil	R3T4r5Asoil	R3T1r1Csoil	R6T2r6Bsoil	V2T1r6Bsoil	V2T4r2Asoil	R3T1r6Bsoil	V2T4r5Bsoil	R6T2r5Bsoil	R6T2r2Bsoil	R6T1r2Csoil	R6T1r5Bsoil	R3T2r2Csoil	V2T1r2Bsoil	V2T1r2Csoil	R3T1r2Csoil	V2T1r6Csoil	R3T4r1Bsoil	R6T1r1Csoil	R3T4r6Bsoil	R3T1r2Bsoil	R3T4r2Asoil	V2T2r2Bsoil	V2T4r5Csoil	R3T4r1Csoil	V2T1r2Asoil	R3T2r5Asoil	R6T2r6Asoil	R6T2r2Asoil	R6T2r1Asoil	R3T4r1Asoil	V2T2r6Asoil	R6T1r5Asoil	R3T1r1Asoil	R3T1r5Bsoil	V2T4r6Bsoil	V2T2r1Bsoil	V2T4r2Bsoil	V2T4r6Asoil	R3T4r6Csoil	R3T2r2Bsoil	V2T1r5Bsoil	V2T1r6Asoil	V2T2r6Bsoil	R3T4r6Asoil	V2T1r1Bsoil	R3T2r1Bsoil	R6T1r1Asoil	V2T2r5Bsoil	R6T1r6Csoil	R6T1r5Csoil	R6T1r6Bsoil	R3T4r5Bsoil	V2T4r5Asoil	V2T2r1Csoil	R3T4r2Csoil	R6T2r1Bsoil	R3T1r6Csoil	R6T1r2Bsoil	V2T2r2Asoil	V2T1r5Asoil	V2T4r1Asoil	V2T1r1Asoil	R3T1r2Asoil	V2T2r5Csoil	V2T1r1Csoil	R3T2r5Csoil	R6T2r1Csoil	R3T2r5Bsoil	V2T2r6Csoil	V2T1r5Csoil	R3T2r2Asoil	V2T2r2Csoil	R3T2r6Csoil	R6T4r5Bsoil	R6T2r6Csoil	R3T2r6Asoil	NC1soil	R6T4r5Csoil	R6T4r1Asoil
OTU_114	0	0	0	0	0	845	0	0	0	0	0	0	0	1	577	0	0	0	0	400	0	0	0	0	0	0	0	3874	146	0	0	766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415	1	0	207	0	0	0	194	42	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_38	20	202	155	118	886	176	120	1464	450	0	1987	364	594	742	1729	0	451	2243	42	899	0	86	1286	1520	131	453	105	601	343	1879	278	1710	419	271	270	2048	818	167	0	609	528	692	324	359	1126	72	155	94	203	116	120	759	1124	646	108	119	103	1106	467	1306	211	222	84	582	152	5065	235	170	94	725	57	0	560	590	189	405	0	749	0	584	2471	128	0	2429	0	161	30	16	1755	136	85	11	51	0	0	0	9	0	0	0
OTU_44	0	0	199	146	0	145	83	0	0	0	413	0	196	0	505	8727	0	319	0	31	0	0	23	0	0	85	149	154	169	0	62	381	0	0	0	0	25	0	0	22	24	0	115	74	460	104	549	0	0	139	0	0	222	87	100	0	0	80	200	0	266	19	0	979	0	0	1	27	22	5514	72	0	509	121	55	28	181	276	0	141	529	66	87	0	272	0	70	120	0	32	114	30	0	74	0	0	1	0	0	0
OTU_53	0	17	0	249	0	0	0	0	0	216	0	0	0	0	13892	0	0	0	0	0	1524	0	0	0	0	0	53	0	908	0	1	0	0	0	418	1	52	0	0	0	2	0	0	0	0	156	0	0	0	0	2290	0	0	390	0	0	0	0	0	0	492	0	0	63	0	0	0	0	0	0	0	0	0	0	94	0	3	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	1	0	0	0	0	0	0
OTU_57	0	134	123	334	79	90	163	0	2225	0	0	0	0	0	0	3899	51	312	247	38	0	0	310	0	0	137	308	61	58	3345	72	1074	0	8339	0	0	115	0	0	729	1269	190	517	0	683	141	231	319	100	101	261	0	104	4299	402	69	0	351	719	0	1624	182	0	192	0	0	54	0	0	153	8	0	471	113	172	20	258	0	0	0	0	15	0	0	0	25	110	0	0	87	54	100	36	8	0	0	1	0	0	0
OTU_52	45	61	37	28	0	89	81	75	51	326	737	300	231	36	403	0	250	144	196	144	370	62	748	118	152	0	164	125	248	200	236	444	149	152	586	168	615	161	75	911	576	1594	199	114	788	7	46	44	2	12	309	474	0	173	145	274	364	33	433	381	110	844	36	275	0	98	148	164	11	73	8	65	403	115	109	110	0	186	0	242	120	49	102	23	0	121	292	62	924	147	30	17	32	17	0	0	0	0	0	0
OTU_80	83	10	79	49	175	79	124	0	36	109	0	87	461	0	0	0	15	0	0	371	0	20	16	0	73	0	0	0	0	0	0	0	0	0	272	0	0	0	0	326	1	0	41	14057	0	0	0	7	0	0	0	0	0	0	0	1	0	13	832	0	0	24	80	0	0	41	1190	102	0	0	42	0	0	32	0	11	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	8	0	0	0	0	0	0	0
OTU_33	139	454	58	233	26	89	304	765	0	14	1448	37	19	38	303	3953	1270	0	580	0	20	1368	1905	8623	149	1623	3636	13	0	1295	450	0	2451	0	1094	94	348	1079	14	3852	1069	180	396	492	3105	544	2541	136	2	0	0	973	1241	0	689	84	356	0	1	0	0	6	0	3289	1413	0	0	194	123	393	52	63	1217	748	1362	0	206	169	0	213	3626	116	40	0	0	891	24	1544	0	0	104	0	3	1	0	0	0	0	0	0
OTU_39	53	102	830	321	0	145	204	1460	508	592	1883	78	644	378	109	383	160	936	734	62	103	276	225	751	443	80	211	0	302	187	439	1049	552	67	969	97	1134	181	262	804	224	0	886	417	490	206	199	373	99	3482	363	1173	616	61	776	131	590	322	219	198	258	0	176	99	266	761	22	198	135	118	179	131	1494	119	622	149	152	48	0	17	597	235	235	64	413	278	556	59	395	93	148	66	38	143	0	0	2	0	0	0
OTU_10	1	189	0	0	147	0	96	340	0	343	803	7831	0	407	3680	0	0	0	625	1023	1308	1	7376	0	640	945	3335	8737	0	0	42	4572	0	1149	1082	0	404	1	0	2900	1621	1697	0	522	6381	515	1019	671	113	0	1170	1108	0	203	130	636	1	0	432	7727	396	135	0	74	830	0	4156	0	0	0	1	0	734	2757	451	51	193	17050	0	534	7356	0	0	464	0	1196	0	0	5503	4083	0	0	0	0	0	0	0	0	0	0
OTU_41	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	20524	296	0	0	3418	0	0	0	0	0	0	0	0	52	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	56	0	0	3	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0
OTU_463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	28	0	0	0	0	0	0	0	153	0	0	0	0	0	179	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_74	8	94	63	294	1258	0	328	0	7741	0	0	307	93	0	1747	282	0	953	0	160	456	88	0	0	42	0	129	171	0	535	0	2	59	0	0	522	159	0	72	448	649	141	180	1038	240	38	0	120	228	19	81	412	0	241	533	0	412	854	1179	357	208	66	23	158	0	92	942	315	0	68	1474	1	368	57	38	48	483	132	0	95	0	190	0	114	0	531	449	62	0	147	105	43	37	5	0	0	11	1	0	0
OTU_9	33	96	100	309	258	0	89	257	1571	606	413	45	61	930	1051	0	567	454	933	262	1071	219	370	0	522	604	242	201	920	355	89	333	772	2012	1229	239	1468	222	282	86	2069	934	863	237	179	376	0	266	59	67339	507	2737	194	355	2920	237	418	766	942	266	318	90	697	279	135	959	73	15	184	64	31	15	942	226	822	65	300	336	0	325	363	182	95	307	912	890	39	6	707	24	40	42	37	0	0	1	2	0	0	0
OTU_31	385	486	243	419	1463	600	573	369	2340	1449	1011	475	2736	415	907	514	1669	2460	805	662	267	824	772	554	1601	490	123	409	528	63	4233	3895	3839	680	1217	686	2410	1202	2103	312	218	82	393	79	337	200	272	1491	453	1752	1265	2340	248	731	1990	485	757	834	823	308	175	39	264	466	2361	530	29	220	191	356	740	327	1381	88	621	95	577	1008	742	153	276	88	21	1053	440	1237	271	47	421	332	76	198	9	54	1	0	6	0	0	0
OTU_291	0	0	70	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2133	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0
OTU_14	425	660	83	275	396	0	56	0	186	1735	1439	2	2456	508	0	244	1640	941	491	360	0	3067	229	544	6447	0	187	0	0	176	2368	0	3522	0	2289	0	1035	1412	667	61	505	0	937	246	475	165	0	427	145	319	0	2145	0	743	2212	1254	326	0	184	61	0	43	30	377	2057	1079	525	678	88	409	805	235	0	100	174	52	938	0	0	0	193	93	637	106	1	2823	172	179	0	0	103	44	85	10	0	0	0	0	0	0
OTU_90	11	347	805	227	0	0	0	0	313	695	2808	2807	466	0	1946	1	195	2147	1283	1165	277	0	1430	0	0	1053	943	141	522	84	193	85	0	0	422	95	0	0	276	533	145	0	0	508	776	0	342	177	214	67	1	0	268	267	538	17	0	579	306	0	195	0	0	55	0	0	0	0	107	159	38	74	1207	627	0	301	0	869	0	0	0	154	0	1329	0	0	355	224	0	0	9	37	0	23	0	0	0	0	0	0
OTU_51	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	857	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	6	0	0	23319	2	0	0	309	30	0	24	425	0	0	0	0	0	43	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_243	6	46	0	38	1	0	0	0	0	0	0	0	0	27	0	0	60	0	105	0	0	18	0	0	3	42	0	0	43	0	37	0	20	0	0	0	12	39	0	0	0	0	0	0	102	0	0	18	0	0	29	0	71	0	341	64	0	210	0	55	0	0	27	0	153	45	0	33	2	29	26	2	518	0	0	0	0	0	0	0	0	2	0	8	283	0	69	0	0	0	0	3	0	0	0	0	0	0	0	0
OTU_178	0	0	0	0	86	0	0	0	2752	0	0	0	0	0	0	0	0	164	0	929	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_17	19	28	0	20	0	0	0	0	8	0	5	99	215	907	0	0	27	0	589	6	1	46	12	0	603	0	1	53	0	0	676	0	237	0	740	2	0	6	229	20	77	3	1	0	0	1	30	130	0	0	0	539	0	0	11	50016	0	0	28	0	5	4136	1	0	487	0	51	1	0	1	0	1038	0	0	2	0	1077	5	0	45	264	25	0	0	0	2653	0	0	0	13	9	0	0	35	0	0	0	0	0	0
OTU_262	0	20	0	0	48	0	43	0	0	0	0	72	0	0	0	0	0	0	120	0	0	0	0	0	117	0	0	0	0	128	352	244	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	89	193	33	0	0	214	0	3	0	17	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	281	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_55	61	134	206	193	97	300	450	108	74	275	1821	34	131	449	2366	0	270	775	390	303	1048	135	1590	391	1366	0	704	766	406	318	424	1812	728	873	139	852	92	629	51	357	754	2037	502	401	903	271	138	138	470	25	317	379	356	191	666	1	1158	518	763	619	123	366	152	335	759	422	657	0	108	40	69	77	518	395	225	41	282	589	0	443	658	615	31	619	0	2012	696	0	1086	773	116	14	24	2	0	0	28	0	0	1
OTU_193	1	11	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	108	0	0	22	0	0	0	0	71	0	0	13	3218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	19	0	0	0	0	0	48	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	9	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
OTU_326	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	46	325	0	2	0	0	0	0	3	0	131	0	0	1	0	0	0	0	0	462	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_15	1	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	86	157	0	0	0	0	0	0	0	624	0	55	0	0	0	24	48460	0	0	134	0	0	0	0	0	0	74	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	212	0	0	0	0	0	0	0	0	1	0	56	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
OTU_194	6	81	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	225	0	249	0	0	2613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_175	0	0	0	0	48	0	0	0	0	0	193	0	106	13	0	0	0	0	0	47	0	86	77	0	53	0	41	0	0	0	237	0	0	0	1785	0	273	0	0	339	259	0	133	0	0	23	0	0	0	0	0	270	0	0	132	0	0	0	0	0	0	0	0	42	0	0	0	0	114	0	30	148	0	0	0	0	0	0	0	0	0	37	34	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_394	0	28	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	37	0	0	0	0	0	0	453	0	0	0	0	0	0	0	0	0	0	125	0	78	58	0	41	0	0	0	0	47	0	0	0	43	0	0	0	19	0	0	0	911	0	0	24	0	1	0	49	78	26	0	0	0	1	0	0	0	0	0	16	0	0	0	0	28	0	0	0	19	0	0	0	0	0	0	0	0	0
OTU_87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	837	0	0	0	0	0	0	0
OTU_299	0	0	232	0	0	0	0	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	40	0	1	301	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	107	0	0	144	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_63	4	0	0	40	0	312	0	0	0	113	820	0	187	0	761	0	202	0	504	563	0	37	47	0	548	0	4173	213	73	0	134	1143	63	0	0	72	22	44	0	299	0	1785	44	0	0	0	0	98	2	0	650	0	0	41	81	0	0	13	42	453	103	7	1	0	416	124	0	0	0	1	0	53	0	24	0	58	0	534	0	1	183	0	93	557	130	0	0	54	331	34	0	0	0	0	0	0	8	0	0	0
OTU_222	0	0	0	0	0	0	0	67	0	0	83	43	0	0	0	0	0	0	122	0	0	0	115	92	21	0	58	0	0	0	0	0	32	0	142	69	31	0	0	27	176	0	0	0	119	0	0	0	0	0	0	0	0	0	45	45	68	0	145	0	0	0	0	100	0	0	0	30	50	21	0	0	0	0	0	0	0	232	0	0	246	0	0	43	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
OTU_84	0	0	0	412	1	0	0	0	0	0	1141	0	39	0	151	914	0	84	0	191	0	58	0	2325	0	70	24	0	270	1578	116	1	0	189	74	0	30	30	0	299	2083	1	0	190	1834	1277	250	0	3	118	0	0	0	0	2992	0	177	0	436	374	23	0	0	150	0	7502	55	0	0	0	84	576	0	0	0	217	0	2	0	0	0	0	0	50	0	73	0	942	244	1	475	0	0	0	0	0	2	0	0	0
OTU_2785	0	0	8	0	0	0	134	64	0	0	2	0	30	0	111	2	0	1126	0	124	332	0	0	0	0	3	0	1754	0	0	0	595	0	370	0	741	0	83	0	0	0	721	0	1	0	0	1	0	495	0	1	0	0	0	0	0	0	2	475	1563	29	663	0	0	0	34	1743	1	1	0	0	1	3	1	0	614	0	1358	0	549	1	0	0	254	0	0	1	0	1170	164	0	0	40	0	0	0	2	0	0	1
OTU_134	0	21	119	0	277	0	330	0	401	0	107	0	275	29	14	0	0	0	0	0	0	0	48	145	0	0	37	0	0	181	0	0	32	465	217	307	430	0	0	61	32	0	115	0	44	21	191	73	0	0	30	339	95	40	81	0	345	84	0	0	45	0	93	0	0	90	0	32	27	37	3	0	0	0	0	20	0	0	0	75	0	0	38	22	0	53	87	54	99	0	27	20	0	0	0	0	0	0	0	0
OTU_1945	10	876	342	493	0	0	145	387	1583	1378	1103	504	192	12	0	853	0	444	190	122	1400	47	326	0	88	1251	0	0	159	128	499	0	710	314	1404	116	1782	379	0	143	84	478	1331	662	39	291	0	108	0	7990	453	253	916	538	1637	575	0	1987	522	0	8966	77	307	89	232	30	15	131	1155	240	1398	0	452	509	0	207	917	119	0	212	0	461	131	37	0	791	89	163	0	177	57	523	29	102	1	0	0	0	0	0
OTU_252	0	96	0	1933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	789	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_48	0	0	53	1	61	105	204	137	0	1	0	37	60	0	814	13139	0	280	0	46	0	0	75	102	0	121	130	233	379	33	25	2170	6	161	1	20	41	0	27	44	68	0	114	0	166	1	54	0	39	2	41	0	367	280	57	0	0	266	43	455	48	65	0	27	0	77	0	0	35	217	108	12	0	0	142	48	0	297	0	1258	0	1	26	46	0	0	25	40	223	68	0	9	2	3	0	0	0	0	0	0
OTU_46	140	1338	0	1561	1	0	0	48	54	2126	0	810	664	17	0	1414	197	0	3360	0	0	42	0	0	307	0	0	446	0	0	1209	0	3459	0	500	0	35	10	663	19	0	0	0	0	147	0	0	860	1	0	0	1808	0	63	0	743	2	0	0	0	0	0	0	0	1030	0	0	0	0	0	0	593	0	0	0	0	1126	0	1	0	0	80	0	1	0	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_26	62	164	107	196	297	808	413	881	106	511	3586	32	563	282	1740	720	322	1081	758	355	387	103	671	260	1273	1024	928	517	0	51	477	696	1832	567	1752	235	173	377	360	470	373	74	162	592	195	45	470	256	694	23	508	1505	66	186	733	120	957	127	436	977	87	327	113	466	658	461	447	79	45	61	57	23	586	526	230	55	1043	499	226	565	254	166	123	537	0	1094	110	0	1175	125	15	5	40	9	0	0	9	0	0	0
OTU_43	10357	747	0	17	0	2	0	43	0	770	0	0	46	0	0	0	115	0	5407	0	0	0	0	0	60	0	0	0	0	0	720	1	44	0	0	0	0	0	0	0	105	0	20	22	0	0	0	0	0	0	2	115	0	0	0	0	83	0	0	0	0	0	0	0	3930	2	0	0	0	0	0	362	1	0	45	0	194	1	0	0	0	1	206	0	0	1201	0	0	0	0	10	0	0	0	0	0	0	0	0	0
OTU_25	0	0	0	1895	0	0	0	0	2	0	0	0	3914	0	0	0	0	0	2129	0	0	0	0	0	2319	0	0	0	0	0	3626	0	17	0	0	0	0	0	940	0	0	0	0	0	0	1	0	18137	0	1	0	0	0	0	0	0	671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	942	0	2973	0	0	1513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_400	0	7	0	25	0	0	20	0	0	0	0	35	0	0	0	0	0	0	0	0	270	0	0	0	0	0	0	269	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	115	0	18	0	0	0	0	0	0	0	0	114	0	0	0	0	1	0	0	0	0	0	0
OTU_11	147	4738	3624	6705	32	510	279	373	1167	2082	1881	2809	2500	215	924	1859	1293	682	3408	232	1218	2674	1732	572	1292	158	339	0	87	432	6412	320	4722	147	2470	140	2075	1840	1585	957	1056	5	753	212	1125	374	655	2344	307	3651	12	2531	260	244	3183	686	1489	4117	280	241	4731	137	208	540	108	464	0	442	671	45	1272	224	1860	256	553	34	4712	3	0	476	274	592	121	110	0	4686	69	294	1	249	74	1715	0	82	0	0	1	0	0	0
OTU_499	0	0	0	0	67	204	0	0	0	0	0	0	0	0	744	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	1	0	29	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_440	3	0	0	562	0	0	273	48	0	0	0	0	0	0	0	0	0	0	0	56	0	0	78	47	22	0	86	47	0	0	0	0	40	0	0	75	96	0	69	45	42	0	37	0	0	41	13	33	0	0	70	0	0	0	45	0	0	0	19	0	94	0	0	49	0	0	32	27	0	7	0	7	0	16	0	6	0	0	0	0	0	21	211	233	0	0	0	0	0	0	22	0	6	0	0	0	0	0	0	0
OTU_1305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
OTU_208	0	0	110	0	546	0	0	60	101	0	0	0	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	111	0	426	0	24	2299	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_186	12	71	0	29	0	0	0	0	0	404	0	0	0	0	0	0	0	0	82	0	0	18	0	0	2905	0	0	0	0	0	111	1	61	0	0	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	3	0	0	0	0	0	0	0	0	0
OTU_157	1	69	0	111	0	0	12	0	0	128	171	353	122	0	91	0	0	0	0	134	0	0	6	0	0	0	50	0	169	0	132	1	51	0	0	0	231	52	57	0	0	430	32	0	36	371	0	69	1	0	174	0	0	98	0	0	0	174	52	129	110	0	0	0	105	161	13	0	29	9	1	0	0	0	79	9	46	0	0	0	33	0	0	44	0	51	0	0	0	0	0	0	16	0	0	0	2	0	0	0
OTU_1781	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	787	0	0	0	0	0	51	0	0	0	35	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	927	0	0	0	1	97	0	0	0	732	0	253	0	0	0	0	0	538	0	83	0	0	0	42	0	0	0	108	0	0	0	0	0	0	0	0	0
OTU_112	0	0	65	28	0	72	64	0	119	0	0	0	0	0	320	163	0	326	0	0	184	0	7	134	24	76	0	102	13	25	22	2	0	1032	0	0	76	0	0	0	0	0	431	72	0	73	18	5	114	579	329	0	0	1037	262	0	0	578	0	460	146	0	0	0	0	23	30	13	34	157	20	0	513	0	0	9	0	49	0	13	0	0	0	21	183	0	13	0	0	0	53	4	7	3	0	0	1	0	0	0
OTU_21	1	30	428	17	607	0	25	502	0	0	1800	0	137	84	990	1405	0	980	20	992	0	18	449	2616	100	130	539	495	457	1525	306	474	1053	120	302	4488	394	0	466	414	114	1186	149	409	0	323	161	65	0	238	1951	119	430	4333	1181	413	0	2773	499	42	220	489	363	394	0	337	0	368	63	1059	781	6	852	33	377	0	387	337	583	108	520	111	37	1489	0	521	144	216	0	391	55	80	38	63	1	0	0	0	0	0
OTU_37	25	630	0	26	0	0	528	0	0	0	0	0	0	0	0	0	20	375	0	0	0	196	0	0	0	68	0	0	563	33	3885	2429	0	18583	0	1049	1385	0	0	0	705	0	40	3	0	0	0	90	1863	0	1	0	0	0	16	0	0	0	0	925	0	0	0	0	0	124	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1119	0	0	0	0	0	46	0	0	39	0	0	0	0	0	0
OTU_378	0	0	0	0	0	0	69	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	147	0	0	0	7	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	7	0	0	0	0	0	0
OTU_82	4	0	91	0	0	0	0	572	0	2428	0	598	0	0	0	1774	175	0	0	0	935	0	233	0	0	0	481	0	0	702	0	0	0	0	0	0	0	0	1	107	50	0	0	0	0	0	0	0	0	0	1351	0	626	0	92	0	0	1	0	0	866	0	0	0	244	0	0	538	0	147	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	631	0	28	0	0	0	3	0	0	0	0	0	0
OTU_125	58	75	91	57	0	229	0	1	1	0	0	91	0	110	0	0	163	0	0	0	0	79	0	0	64	0	48	160	0	0	88	1	296	2	0	0	146	0	176	90	25	1116	25	0	0	0	0	134	0	0	0	0	0	184	395	113	1	90	0	0	10	0	294	0	208	178	1	0	0	39	0	90	0	95	0	44	0	216	1	0	0	0	0	63	1423	0	347	0	0	42	17	0	0	0	0	0	0	0	0	0
OTU_59	0	0	0	0	0	0	0	0	56	0	0	0	0	0	1832	0	0	183	0	363	0	0	0	0	0	0	0	0	0	0	0	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	15193	0	0	0	0	138	0	11	179	0	0	0	0	204	0	0	0	0	0	0	0	0	89	0	146	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
