#OTU ID	R3T1r5Bstem	R6T2r2Astem	R6T2r2Cstem	V2T2r5Cstem	V2T4r6Cstem	R6T4r5Cstem	R3T4r1Cstem	V2T2r1Cstem	R6T2r5Cstem	R3T1r6Astem	V2T1r2Astem	R6T4r1Astem	R3T1r6Bstem	R3T1r2Astem	R6T1r2Astem	R6T2r1Cstem	V2T1r5Bstem	R6T1r5Bstem	R6T1r6Astem	R6T1r1Cstem	R3T4r2Bstem	R3T1r1Astem	R3T4r5Cstem	V2T1r5Astem	R6T2r6Bstem	V2T1r1Cstem	R6T1r2Cstem	R3T4r5Astem	R3T4r6Cstem	V2T4r5Bstem	R3T2r5Bstem	V2T4r6Astem	R6T1r5Astem	V2T4r2Bstem	R6T2r5Astem	R3T2r2Cstem	V2T2r6Cstem	R3T4r1Astem	R6T2r5Bstem	R3T2r5Astem	R3T1r1Cstem	V2T2r6Bstem	V2T2r2Astem	R3T4r2Cstem	R3T2r1Cstem	R3T4r5Bstem	R3T1r5Cstem	R6T1r6Cstem	R3T2r1Bstem	R3T4r2Astem	R3T2r6Cstem	V2T1r6Cstem	V2T1r2Bstem	R3T2r6Bstem	R6T1r1Astem	R6T1r1Bstem	V2T4r1Bstem	R3T2r1Astem	R3T2r5Cstem	R3T4r6Bstem	R3T1r6Cstem	R6T2r2Bstem	R3T2r2Bstem	V2T1r1Astem	V2T2r5Bstem	R3T1r2Bstem	R6T1r5Cstem	R6T1r2Bstem	R3T4r6Astem	R3T1r1Bstem	V2T2r6Astem	V2T4r5Astem	R6T2r6Cstem	R6T2r1Astem	R6T4r5Bstem	V2T2r1Astem	R3T1r5Astem	V2T4r5Cstem	V2T4r2Cstem	V2T1r1Bstem	R3T2r6Astem	V2T4r6Bstem	R3T4r1Bstem	NC1stem	R3T2r2Astem	R3T1r2Cstem	V2T1r6Bstem	V2T2r5Astem	V2T4r1Astem	V2T1r2Cstem	V2T2r2Cstem	V2T4r2Astem	R6T2r1Bstem	V2T4r1Cstem	R6T2r6Astem	V2T2r2Bstem	V2T2r1Bstem	R6T1r6Bstem	V2T1r5Cstem	V2T1r6Astem	R6T4r6Astem
OTU_78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	599	0	253	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_27	0	8	0	3805	296	0	104	48	0	0	0	0	53	0	118	26	0	1531	0	0	2003	172	0	10	137	71	0	104	2240	0	0	0	0	431	0	0	49	0	1512	0	52	1	1	2610	0	0	0	0	416	86	358	0	71	0	105	0	0	0	0	0	0	1523	0	1	0	1	240	0	0	0	0	44	0	21	0	0	0	242	44	0	0	0	0	0	0	0	0	0	91	0	41	27	0	0	0	6	0	0	25	0	0
OTU_60	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	47	0	767	0	0	0	0	0	0	822	2	0	0	0	0	458	0	0	9	0	401	0	0	3	1	0	0	0	0	0	412	0	0	0	0	0	981	0	0	0	0	0	0	1	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	48	0	0	12	0	0
OTU_101	0	1	0	0	0	0	19	2	0	0	303	0	277	39	1	13	60	66	0	0	0	1	0	4	133	182	0	0	165	7	119	0	0	0	0	0	62	0	0	10	151	43	116	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	195	36	0	0	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	84	0	0	0	1	0	1	0	0	0	0	0	0
OTU_178	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	281	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0
OTU_132	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_76	0	34	0	193	0	0	22	0	256	111	0	13	10	0	0	3	0	0	0	38	0	0	0	0	7	100	0	145	1	5	2	0	0	308	0	0	0	0	406	5	0	0	8	0	0	0	0	0	0	19	0	0	443	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	128	104	0	0	0	1	0	147	0	0	0	0	20	0	0	0	0	0	0	0	75	185	0	0	0	0	0	0	0	0	0	0	0
OTU_29	0	74	0	0	0	7956	43	62	103	0	0	7	101	121	0	769	90	6	0	0	56	0	81	30	9	0	0	0	121	8	132	0	0	301	0	0	34	0	0	227	44	1	121	0	0	0	0	0	0	104	98	0	141	0	0	0	0	0	195	25	98	0	0	0	0	0	0	0	0	0	0	54	0	1656	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_152	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_54	0	14	7	0	0	0	131	0	49	0	0	45	16	0	72	15	0	0	119	292	0	421	0	84	30	553	0	212	1	0	0	0	0	0	42	0	54	0	0	124	8	38	49	0	0	0	0	0	0	0	0	0	56	0	0	2	420	0	0	959	0	0	1354	1	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	11	42	0	0	68	0	183	0	0	0	0	0	0	0	23	0	0	0	0	3	0	0
OTU_105	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	608	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	164	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
OTU_37	0	22	0	1554	242	0	49	154	695	0	307	236	38	0	0	454	0	285	0	0	161	0	207	2	77	0	238	0	217	0	362	0	443	1219	0	1	136	0	866	11	91	31	56	441	0	238	0	0	717	26	0	1	0	587	162	0	0	0	0	92	516	0	1	5	0	348	0	0	0	0	0	475	139	0	0	0	0	0	0	2	0	0	0	0	0	118	0	0	89	0	0	493	0	0	287	0	1	0	0	0	1
OTU_25	0	685	0	0	0	0	578	160	29	0	1	26	81	96	0	13	98	113	73	935	0	0	0	172	444	4454	288	2910	7498	0	90	0	0	0	528	0	449	0	0	660	2393	283	761	0	666	0	1	0	0	248	0	0	33	278	0	10	84	0	0	1424	19	0	22	0	0	204	1	0	0	0	0	501	6775	37	89	0	105	0	0	0	0	608	76	0	0	37	0	147	29	0	0	244	0	0	0	0	0	0	0	0	12
OTU_138	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	397	0	66	0	0	0	330	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	50	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
OTU_136	0	0	0	0	0	0	341	0	0	0	0	0	0	21	0	18	0	0	0	0	0	0	0	9	0	0	0	0	13	0	8	0	0	0	0	0	0	0	0	0	64	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_41	0	303	40	0	0	0	1207	557	154	0	400	165	1172	436	0	565	529	61	0	45	38	0	0	378	356	150	129	0	1773	157	2006	0	0	152	0	0	582	0	0	441	1195	1025	475	0	0	0	1	0	0	1868	40	0	196	0	0	0	1	236	0	5222	518	0	0	0	0	1	0	0	0	0	0	1017	411	8	201	0	0	0	0	0	0	0	0	1	0	16	17	0	0	68	0	0	0	0	0	0	0	0	0	0	1
OTU_197	0	0	0	0	0	0	15	4	0	152	0	9	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	4	0	0	0	0	553	0	0	0	0	267	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_72	0	34	0	0	0	0	8	0	165	0	154	11	0	0	0	5	0	15	0	0	292	0	0	1	0	0	0	0	6	0	2	0	0	0	0	0	0	0	1	0	0	10	8	430	0	145	0	0	744	0	0	0	0	261	306	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	12	86	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_270	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_67	0	0	3	1	0	0	19	0	453	0	109	15	0	30	0	146	0	43	0	0	381	53	0	0	0	56	0	0	2	0	132	0	0	945	88	0	2	0	50	0	0	41	0	0	0	0	2	0	396	0	0	0	0	0	358	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	33	175	0	0	0	0	0	0	0	0	0	0	0	358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_102	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	35	0	0	342	0	0	0	356	0	0	0	0	0	3	0	0	0	0	0	120	5	0	0	21	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_20	0	568	0	369	86	0	855	64	386	109	834	1085	999	1192	0	1973	4257	524	1094	26	178	1	597	215	455	336	50	91	1201	1907	1072	0	0	114	0	0	264	0	20	631	893	293	905	0	0	135	93	0	214	2015	0	0	458	0	242	502	45	66	120	3626	1169	0	0	0	0	15	0	91	0	0	7	467	37	676	108	116	0	94	0	77	0	0	0	0	39	5	0	0	826	0	0	1	0	0	0	3	0	0	1	0	0
OTU_83	2	155	2	0	0	0	84	11	1	0	61	101	262	39	0	146	481	38	0	0	0	0	1	351	9	0	0	1	244	68	166	1	0	60	0	0	103	0	107	139	75	257	186	0	0	0	0	1	0	395	0	0	0	0	0	0	0	0	0	62	141	0	59	0	0	0	0	0	0	0	0	66	0	1	11	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_79	0	2	0	0	0	0	3	220	0	200	0	27	1	0	0	0	0	0	0	8	0	0	0	43	0	1550	0	231	11	0	0	0	119	0	0	0	0	0	0	0	56	0	0	0	39	0	0	0	0	22	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_82	0	0	0	0	0	0	0	0	0	306	0	29	0	0	0	0	0	0	0	1186	0	0	0	0	6	659	431	894	0	1	0	0	0	0	0	129	7	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	100	0	0	0	0	165	6	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	3
OTU_180	0	0	0	0	0	0	0	0	0	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_61	0	1	0	0	0	0	258	63	0	259	0	429	0	0	0	0	0	0	0	547	342	0	0	196	149	709	51	318	2	0	0	0	0	0	85	0	0	0	0	16	33	47	21	0	185	51	0	0	0	0	0	0	0	0	0	0	0	0	0	841	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_89	0	0	0	0	0	0	2	0	66	0	330	11	0	0	0	18	12	32	0	0	0	0	121	11	1	0	70	0	26	0	0	0	0	0	0	0	1	0	197	1	4	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	131	0	0	0	0	349	0	0	0	0	0	0	0	0	0	64	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	41	0	0	0	0
OTU_52	0	292	0	0	0	0	1117	272	0	169	24	64	121	58	0	65	4	44	101	0	0	0	0	74	105	5	0	0	263	28	223	0	0	0	0	0	48	0	43	61	294	161	149	0	0	0	0	0	0	58	0	0	42	0	0	0	0	0	0	2621	25	0	0	0	0	0	0	0	0	0	0	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	14	0	0	0	0	0	0	0
OTU_43	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6654	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
OTU_309	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_141	0	0	0	0	0	0	0	0	289	0	0	5	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	239	5	0	0	0	0	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_18	184	407	0	184	0	0	2651	463	318	0	22	3	41	162	0	937	1732	230	451	0	318	254	0	825	1220	351	0	0	1277	4	86	42	0	0	0	0	2727	0	1168	402	750	139	1576	1	0	0	0	0	0	896	0	0	126	0	0	132	1335	211	0	2956	3	0	0	0	0	0	0	23	0	0	0	15	5282	0	0	5	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8
OTU_223	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_49	27	0	13	2	20	0	3	0	73	1	0	0	0	0	0	0	0	0	474	0	6342	0	2	0	0	19	0	0	9	0	0	0	0	164	2	0	7	0	0	0	4	1	0	9	0	0	1	0	25	7	0	0	0	0	0	2	92	2	0	1	0	0	0	2	0	286	0	0	0	0	0	1	0	2	0	0	0	0	0	3	1	0	0	0	0	1	0	0	0	2	75	72	0	0	0	0	0	0	0	0	0
OTU_32	9	40	149	32	62	0	334	56	75	0	77	5	76	64	0	10	32	29	409	562	25	0	0	173	145	444	26	450	3049	0	122	0	0	0	92	0	330	0	528	0	799	21	184	79	0	0	124	37	400	509	0	0	320	80	0	282	175	0	0	58	2	0	32	0	0	208	0	21	0	0	0	78	1173	86	0	0	0	78	0	0	31	191	0	0	0	69	0	81	0	0	0	141	0	0	0	1	0	0	0	0	3
OTU_58	13	217	23	64	12	0	86	187	15	61	12	162	227	116	5	196	59	305	36	5	30	38	87	139	125	1	4	17	39	269	143	5	24	76	10	1	142	20	137	55	227	125	111	43	5	44	65	65	14	133	18	1	222	3	12	10	27	97	3	249	132	386	8	1	4	16	151	487	14	6	5	97	203	75	60	32	8	2	0	3	43	2	2	0	254	43	46	3	175	9	71	8	6	1	2	3	2	3	1	6	1
OTU_97	28	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	546	0	0	6	0	0	0	0	0	0	0	31	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
OTU_512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_207	0	113	0	0	0	0	6	4	0	0	0	4	1	17	0	7	0	0	0	0	0	0	0	17	0	0	0	0	49	0	6	0	0	0	0	0	2	0	0	2	29	3	12	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_103	208	52	0	275	0	0	4	0	0	52	156	18	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	37	14	0	0	102	0	0	10	0	0	0	0	0	25	0	0	0	0	0	0	17	0	0	59	0	0	0	0	0	0	0	0	0	35	0	0	0	276	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	54	55	28	0	4	0	0	56	0	0	0	0
OTU_93	0	0	23	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	432	0	0	0	0	0	329	0	0	1	0	0	0	0	0	0	0	0	0	0	0	29	7	10	0	0	0	0	0	122	0	0	0	0	0	0	0	395	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0	308	0	0	39	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1015	0	416	0	239	0	0	566	191	87	51	14	95	56	355	0	297	730	71	1	29	0	0	0	133	74	25	199	4	1754	78	543	0	0	159	0	0	1011	0	143	202	203	45	1184	42	0	0	54	0	0	696	0	0	25	0	0	0	22	0	0	1679	174	1	34	0	0	0	0	0	0	0	92	201	598	0	55	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	28	0	0	0	0	1	0
OTU_176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	179	0	0	0	0	0	0	0	0	16	0	0	0	9	0	222	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	30	0	0	0	0
OTU_211	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0
OTU_90	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	614	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_147	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	218	7	0	0	0	0	163	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_1049	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_312	1	0	0	2	1	0	0	0	0	0	0	10	0	0	1	0	31	0	0	0	0	0	3	0	0	1	1	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	1	1	0	2	0	0	1	1	0	1	2	2	1	0	0	0	0	3	0	0	0	2	1	0	1	2	1	0	0	2	1	1	2	0	0	0	3	3	1	0	0	2	2	2	1	1	0	1	1	2	2	0	0	0	0	1	0
