OTU,Genus,PRIMARY TROPHIC GUILD
OTU_6617,Septoriella,litter_saprotroph
OTU_3316,Protomyces,plant_pathogen
OTU_520,Bipolaris,plant_pathogen
OTU_3621,Phanerochaete,wood_saprotroph
OTU_3145,Ramularia,plant_pathogen
OTU_577,Exophiala,animal_parasite
OTU_353,Exophiala,animal_parasite
OTU_1248,Strelitziana,plant_pathogen
OTU_635,#N/A,#N/A
OTU_877,#N/A,#N/A
OTU_2089,Phoma,plant_pathogen
OTU_858,Itersonilia,plant_pathogen
OTU_153,Gaeumannomyces,plant_pathogen
OTU_2829,#N/A,#N/A
OTU_6557,#N/A,#N/A
OTU_1373,Setophoma,plant_pathogen
OTU_423,Curvularia,plant_pathogen
OTU_7798,Phaeosphaeria,litter_saprotroph
OTU_933,Pseudorobillarda,wood_saprotroph
OTU_2587,Exserohilum,plant_pathogen
OTU_1592,#N/A,#N/A
OTU_1378,Periconia,plant_pathogen
OTU_1932,#N/A,#N/A
OTU_2479,Neosetophoma,litter_saprotroph
OTU_4726,Hannaella,animal_parasite
OTU_1716,#N/A,#N/A
OTU_1266,Taphrina,plant_pathogen
OTU_1364,#N/A,#N/A
OTU_3429,Diaporthe,plant_pathogen
OTU_1191,Coniochaeta,unspecified_saprotroph
OTU_1152,#N/A,#N/A
OTU_3325,Mycosphaerella,plant_pathogen
OTU_2994,#N/A,#N/A
OTU_2486,Hyphoderma,wood_saprotroph
OTU_2862,Neosetophoma,litter_saprotroph
OTU_1757,#N/A,#N/A
OTU_6179,Hyphoderma,wood_saprotroph
OTU_3752,Acrodontium,plant_pathogen
OTU_1019,#N/A,#N/A
OTU_2462,Melampsora,plant_pathogen
OTU_1308,Naganishia,unspecified_saprotroph
OTU_5882,Dissoconium,litter_saprotroph
OTU_7766,Phaeosphaeria,litter_saprotroph
OTU_1697,#N/A,#N/A
OTU_5651,Cystofilobasidium,litter_saprotroph
OTU_1072,#N/A,#N/A
OTU_1367,Ophiognomonia,plant_pathogen
OTU_5601,#N/A,#N/A
OTU_7751,Colletotrichum,plant_pathogen
OTU_4968,#N/A,#N/A
OTU_99,#N/A,#N/A
OTU_4313,Neosetophoma,litter_saprotroph
OTU_1594,#N/A,#N/A
OTU_3058,Perusta,unspecified_saprotroph
OTU_1150,#N/A,#N/A
OTU_784,Crocicreas,litter_saprotroph
OTU_1955,Phomatodes,wood_saprotroph
OTU_3268,#N/A,#N/A
OTU_5100,Phanerochaete,wood_saprotroph
OTU_4595,#N/A,#N/A
OTU_4142,#N/A,#N/A
OTU_1479,Zymoseptoria,plant_pathogen
OTU_3902,#N/A,#N/A
OTU_2601,#N/A,#N/A
OTU_3764,Stagonospora,plant_pathogen
OTU_1924,Vishniacozyma,soil_saprotroph
OTU_2061,#N/A,#N/A
OTU_2527,#N/A,#N/A
OTU_548,Articulospora,litter_saprotroph
OTU_1053,Septoriella,litter_saprotroph
OTU_1333,Pseudorobillarda,wood_saprotroph
OTU_651,Acremonium,unspecified_saprotroph
OTU_3007,Dioszegia,litter_saprotroph
OTU_1539,Alternaria,plant_pathogen
OTU_790,Septoriella,litter_saprotroph
OTU_2393,Keissleriella,wood_saprotroph
OTU_1689,#N/A,#N/A
OTU_3510,#N/A,#N/A
OTU_2500,#N/A,#N/A
OTU_4284,Neosetophoma,litter_saprotroph
OTU_5550,#N/A,#N/A
OTU_3087,#N/A,#N/A
OTU_1769,Tricellula,litter_saprotroph
OTU_4208,Neoascochyta,plant_pathogen
OTU_2443,Acremonium,unspecified_saprotroph
OTU_7284,Bezerromyces,foliar_endophyte
OTU_3019,Stereum,wood_saprotroph
OTU_1723,#N/A,#N/A
OTU_2470,Thanatephorus,plant_pathogen
OTU_3777,Trametes,wood_saprotroph
OTU_2674,Myrothecium,litter_saprotroph
OTU_796,Septoriella,litter_saprotroph
OTU_4047,#N/A,#N/A
OTU_2417,Naganishia,unspecified_saprotroph
OTU_2722,Brunneoporus,wood_saprotroph
OTU_1417,Curvularia,plant_pathogen
OTU_6644,Peroneutypa,plant_pathogen
OTU_6316,#N/A,#N/A
OTU_7018,Didymella,plant_pathogen
OTU_4219,#N/A,#N/A
OTU_1694,Parastagonospora,plant_pathogen
OTU_2837,#N/A,#N/A
OTU_691,#N/A,#N/A
OTU_109,Mrakia,unspecified_saprotroph
OTU_3222,#N/A,#N/A
OTU_4021,Peltaster,plant_pathogen
OTU_2235,#N/A,#N/A
OTU_988,Neodidymelliopsis,litter_saprotroph
OTU_2886,#N/A,#N/A
OTU_2679,Diaporthe,plant_pathogen
OTU_590,Taphrina,plant_pathogen
OTU_3879,#N/A,#N/A
OTU_2367,Plenodomus,plant_pathogen
OTU_1551,Lophodermium,plant_pathogen
OTU_4534,#N/A,#N/A
OTU_234,#N/A,#N/A
OTU_2627,Rachicladosporium,litter_saprotroph
OTU_2496,Rhodosporidiobolus,unspecified_saprotroph
OTU_1636,Chrysozyma,soil_saprotroph
OTU_2109,Dissoconium,litter_saprotroph
OTU_1362,Phyllozyma,epiphyte
OTU_436,Neohelicomyces,wood_saprotroph
OTU_2002,Biappendiculispora,litter_saprotroph
OTU_1454,Cladosporium,litter_saprotroph
OTU_163,#N/A,#N/A
OTU_5240,Phaeoseptoriella,plant_pathogen
OTU_2050,#N/A,#N/A
OTU_1851,Vishniacozyma,soil_saprotroph
OTU_2926,Skeletocutis,wood_saprotroph
OTU_1841,#N/A,#N/A
OTU_7518,#N/A,#N/A
OTU_1063,Keissleriella,wood_saprotroph
OTU_392,Periconia,plant_pathogen
OTU_754,Malassezia,soil_saprotroph
OTU_460,Ganoderma,plant_pathogen
OTU_1134,Cyphellophora,litter_saprotroph
OTU_867,Sclerostagonospora,litter_saprotroph
OTU_6305,Neosetophoma,litter_saprotroph
OTU_1202,#N/A,#N/A
OTU_4354,Limonomyces,plant_pathogen
OTU_1810,Filobasidium,unspecified_saprotroph
OTU_7213,Keissleriella,wood_saprotroph
OTU_1856,Paraphaeosphaeria,wood_saprotroph
OTU_4951,#N/A,#N/A
OTU_2106,#N/A,#N/A
OTU_2789,Genolevuria,unspecified_saprotroph
OTU_1166,#N/A,#N/A
OTU_7014,Neosetophoma,litter_saprotroph
OTU_6838,#N/A,#N/A
OTU_6158,#N/A,#N/A
OTU_3026,Parathyridaria,litter_saprotroph
OTU_308,Parastagonospora,plant_pathogen
OTU_227,#N/A,#N/A
OTU_5906,Vishniacozyma,soil_saprotroph
OTU_2331,Diplodia,plant_pathogen
OTU_1666,#N/A,#N/A
OTU_359,Trichoderma,mycoparasite
OTU_1859,Rhodotorula,unspecified_saprotroph
OTU_955,Podosphaera,plant_pathogen
OTU_1899,#N/A,#N/A
OTU_2752,Mucor,soil_saprotroph
OTU_2782,Fusarium,plant_pathogen
OTU_555,Cryptococcus_2,#N/A
OTU_7616,Neosetophoma,litter_saprotroph
OTU_4836,#N/A,#N/A
OTU_2991,Biappendiculispora,litter_saprotroph
OTU_913,Phaeosphaeria,litter_saprotroph
OTU_266,Cercophora,dung_saprotroph
OTU_542,Schizophyllum,wood_saprotroph
OTU_4980,#N/A,#N/A
OTU_4098,Neosetophoma,litter_saprotroph
OTU_1368,Lophiostoma,wood_saprotroph
OTU_1441,#N/A,#N/A
OTU_5405,Epicoccum,plant_pathogen
OTU_2653,Pleurotus,wood_saprotroph
OTU_2391,#N/A,#N/A
OTU_3883,Tilletiopsis,plant_pathogen
OTU_683,Periconia,plant_pathogen
OTU_1525,Serendipita,root_endophyte
OTU_537,Exophiala,animal_parasite
OTU_2426,#N/A,#N/A
OTU_2742,#N/A,#N/A
OTU_4355,Ramularia,plant_pathogen
OTU_1900,#N/A,#N/A
OTU_7708,Phaeosphaeria,litter_saprotroph
OTU_1915,Plenodomus,plant_pathogen
OTU_4150,#N/A,#N/A
OTU_1907,#N/A,#N/A
OTU_473,#N/A,#N/A
OTU_6950,Neosetophoma,litter_saprotroph
OTU_5072,Cyphellophora,litter_saprotroph
OTU_599,Paragibellulopsis,litter_saprotroph
OTU_2138,Xenosonderhenia,litter_saprotroph
OTU_7279,Setophoma,plant_pathogen
OTU_1167,Hymenoscyphus,litter_saprotroph
OTU_150,Chaetomium,litter_saprotroph
OTU_6714,Neosetophoma,litter_saprotroph
OTU_7403,#N/A,#N/A
OTU_2349,Tilletia,plant_pathogen
OTU_4339,Neosetophoma,litter_saprotroph
OTU_2160,Endophoma,soil_saprotroph
OTU_1199,Monochaetia,plant_pathogen
OTU_3966,#N/A,#N/A
OTU_3107,Amblyosporium,mycoparasite
OTU_5232,Plenodomus,plant_pathogen
OTU_5343,#N/A,#N/A
OTU_5717,Neosetophoma,litter_saprotroph
OTU_2427,Discosia,plant_pathogen
OTU_2130,#N/A,#N/A
OTU_4650,Peniophora,wood_saprotroph
OTU_1241,#N/A,#N/A
OTU_3463,#N/A,#N/A
OTU_684,#N/A,#N/A
OTU_1914,#N/A,#N/A
OTU_2797,Phaeosphaeria,litter_saprotroph
OTU_2953,Penicillium,unspecified_saprotroph
OTU_2657,Hyphoderma,wood_saprotroph
OTU_2743,Lophiostoma,wood_saprotroph
OTU_1360,Ramularia,plant_pathogen
OTU_1385,Knufia,soil_saprotroph
OTU_6681,#N/A,#N/A
OTU_1451,#N/A,#N/A
OTU_3000,Ophiognomonia,plant_pathogen
OTU_3827,Lopharia,wood_saprotroph
OTU_655,#N/A,#N/A
OTU_1343,Cladosporium,litter_saprotroph
OTU_6367,Neosetophoma,litter_saprotroph
OTU_4622,Oliveonia,wood_saprotroph
OTU_1744,Keissleriella,wood_saprotroph
OTU_6998,Symmetrospora,epiphyte
OTU_2210,#N/A,#N/A
OTU_1034,Taphrina,plant_pathogen
OTU_2916,Lachnum,litter_saprotroph
OTU_3127,Antrodiella,wood_saprotroph
OTU_2764,Neosetophoma,litter_saprotroph
OTU_1091,#N/A,#N/A
OTU_1448,Coccomyces,litter_saprotroph
OTU_1509,Leptospora,litter_saprotroph
OTU_228,Extremopsis,#N/A
OTU_7855,Neosetophoma,litter_saprotroph
OTU_1122,Dinemasporium,litter_saprotroph
OTU_3497,#N/A,#N/A
OTU_5570,#N/A,#N/A
OTU_1768,#N/A,#N/A
OTU_1702,Corylicola,wood_saprotroph
OTU_1957,Mycoacia,wood_saprotroph
OTU_4417,Rachicladosporium,litter_saprotroph
OTU_2792,Exophiala,animal_parasite
OTU_4550,Keissleriella,wood_saprotroph
OTU_3697,Schizothecium,dung_saprotroph
OTU_5590,#N/A,#N/A
OTU_3089,#N/A,#N/A
OTU_5809,#N/A,#N/A
OTU_3272,Neosetophoma,litter_saprotroph
OTU_3312,Glomerobolus,plant_pathogen
OTU_3612,Kondoa,unspecified_saprotroph
OTU_4745,#N/A,#N/A
OTU_3006,Comoclathris,wood_saprotroph
OTU_3101,#N/A,#N/A
OTU_757,#N/A,#N/A
OTU_5908,Neosetophoma,litter_saprotroph
OTU_2561,#N/A,#N/A
OTU_2713,#N/A,#N/A
OTU_5130,Exobasidium,plant_pathogen
OTU_1059,Clathrosphaerina,litter_saprotroph
OTU_5275,#N/A,#N/A
OTU_7017,Phaeosphaeria,litter_saprotroph
OTU_296,Myrothecium,litter_saprotroph
OTU_3465,Sclerostagonospora,litter_saprotroph
OTU_6983,Coniothyrium,plant_pathogen
OTU_5009,#N/A,#N/A
OTU_310,Marquandomyces,#N/A
OTU_1396,Wojnowiciella,litter_saprotroph
OTU_1304,Erythrobasidium,mycoparasite
OTU_3499,Eocronartium,plant_pathogen
OTU_1391,Leptosphaeria,plant_pathogen
OTU_7041,Rhodotorula,unspecified_saprotroph
OTU_6451,Neosetophoma,litter_saprotroph
OTU_5942,Neosetophoma,litter_saprotroph
OTU_2821,#N/A,#N/A
OTU_4847,Botryobasidium,wood_saprotroph
OTU_3364,Didymella,plant_pathogen
OTU_1535,Papiliotrema,mycoparasite
OTU_1471,Sarocladium,plant_pathogen
OTU_5874,Chrysozyma,soil_saprotroph
OTU_836,Paraphaeosphaeria,wood_saprotroph
OTU_2802,Auricularia,wood_saprotroph
OTU_6604,#N/A,#N/A
OTU_7516,Neosetophoma,litter_saprotroph
OTU_3158,Colletotrichum,plant_pathogen
OTU_866,Striaticonidium,soil_saprotroph
OTU_3275,Keissleriella,wood_saprotroph
OTU_1998,Zymoseptoria,plant_pathogen
OTU_2270,#N/A,#N/A
OTU_3668,#N/A,#N/A
OTU_1563,Tilletia,plant_pathogen
OTU_1690,#N/A,#N/A
OTU_7489,Colletotrichum,plant_pathogen
OTU_4122,Dinemasporium,litter_saprotroph
OTU_5215,Rhizophlyctis,litter_saprotroph
OTU_4071,Dichostereum,wood_saprotroph
OTU_1278,Trametes,wood_saprotroph
OTU_480,Oliveonia,wood_saprotroph
OTU_1554,Keissleriella,wood_saprotroph
OTU_1476,#N/A,#N/A
OTU_6112,Mortierella,soil_saprotroph
OTU_4555,#N/A,#N/A
OTU_7232,Neosetophoma,litter_saprotroph
OTU_6092,Neosetophoma,litter_saprotroph
OTU_1544,#N/A,#N/A
OTU_1281,Cyphellophora,litter_saprotroph
OTU_3700,Neocucurbitaria,unspecified_saprotroph
OTU_1966,Peniophora,wood_saprotroph
OTU_1279,Xenopyrenochaetopsis,litter_saprotroph
OTU_6203,Diaporthe,plant_pathogen
OTU_5861,Serendipita,root_endophyte
OTU_7666,Knufia,soil_saprotroph
OTU_2178,#N/A,#N/A
OTU_3192,Sphaerellopsis,plant_pathogen
OTU_1433,#N/A,#N/A
OTU_2508,#N/A,#N/A
OTU_7052,Neosetophoma,litter_saprotroph
OTU_4130,#N/A,#N/A
OTU_1827,#N/A,#N/A
OTU_2750,Heterocephalacria,lichen_parasite
OTU_638,Mortierella,soil_saprotroph
OTU_5216,Septoriella,litter_saprotroph
OTU_1052,#N/A,#N/A
OTU_6036,Neosetophoma,litter_saprotroph
OTU_3732,Perenniporia,wood_saprotroph
OTU_3321,#N/A,#N/A
OTU_3901,Symmetrospora,epiphyte
OTU_3818,#N/A,#N/A
OTU_3242,Sistotrema,litter_saprotroph
OTU_2715,#N/A,#N/A
OTU_4199,Paraophiobolus,litter_saprotroph
OTU_2030,Neosetophoma,litter_saprotroph
OTU_4036,#N/A,#N/A
OTU_980,Acremonium,unspecified_saprotroph
OTU_2285,#N/A,#N/A
OTU_1646,#N/A,#N/A
OTU_1778,Xylodon,wood_saprotroph
OTU_4340,#N/A,#N/A
OTU_1090,Schizothecium,dung_saprotroph
OTU_2532,Rachicladosporium,litter_saprotroph
OTU_1425,Neocucurbitaria,unspecified_saprotroph
OTU_2534,#N/A,#N/A
OTU_4565,#N/A,#N/A
OTU_1516,#N/A,#N/A
OTU_3473,#N/A,#N/A
OTU_4972,Oliveonia,wood_saprotroph
OTU_906,Scedosporium,soil_saprotroph
OTU_3047,Striaticonidium,soil_saprotroph
OTU_1553,Colletotrichum,plant_pathogen
OTU_1875,Phyllozyma,epiphyte
OTU_1462,#N/A,#N/A
OTU_2733,#N/A,#N/A
OTU_5415,Tricellula,litter_saprotroph
OTU_3538,#N/A,#N/A
OTU_1831,Parastagonospora,plant_pathogen
OTU_1216,Paraglomus,arbuscular_mycorrhizal
OTU_3160,#N/A,#N/A
OTU_576,Neohelicomyces,wood_saprotroph
OTU_3032,Erythrobasidium,mycoparasite
OTU_2412,#N/A,#N/A
OTU_3782,#N/A,#N/A
OTU_2502,#N/A,#N/A
OTU_1493,#N/A,#N/A
OTU_2458,Piniphoma,wood_saprotroph
OTU_3219,Acremonium,unspecified_saprotroph
OTU_6563,#N/A,#N/A
OTU_3895,#N/A,#N/A
OTU_1799,Lophiotrema,wood_saprotroph
OTU_1290,Papiliotrema,mycoparasite
OTU_2610,#N/A,#N/A
OTU_3099,Hydnophlebia,wood_saprotroph
OTU_4159,#N/A,#N/A
OTU_301,#N/A,#N/A
OTU_558,#N/A,#N/A
OTU_84,Schizothecium,dung_saprotroph
OTU_5741,Neosetophoma,litter_saprotroph
OTU_1783,#N/A,#N/A
OTU_2416,Taphrina,plant_pathogen
OTU_1405,#N/A,#N/A
OTU_1114,Curvularia,plant_pathogen
OTU_556,Mirandina,litter_saprotroph
OTU_6938,Helicogloea,wood_saprotroph
OTU_3177,#N/A,#N/A
OTU_677,Rachicladosporium,litter_saprotroph
OTU_2293,#N/A,#N/A
OTU_5247,#N/A,#N/A
OTU_853,#N/A,#N/A
OTU_2622,Septoriella,litter_saprotroph
OTU_1353,Hyphodermella,wood_saprotroph
OTU_612,Schizothecium,dung_saprotroph
OTU_5255,Neosetophoma,litter_saprotroph
OTU_3811,Neodevriesia,plant_pathogen
OTU_2271,Curvibasidium,wood_saprotroph
OTU_1822,Vishniacozyma,soil_saprotroph
OTU_6198,#N/A,#N/A
OTU_1457,Neosetophoma,litter_saprotroph
OTU_4934,#N/A,#N/A
OTU_4795,Pyrenophora,plant_pathogen
OTU_1406,Dactylella,wood_saprotroph
OTU_1562,Microdochium,plant_pathogen
OTU_6497,Neosetophoma,litter_saprotroph
OTU_7502,#N/A,#N/A
OTU_6762,Diaporthe,plant_pathogen
OTU_268,#N/A,#N/A
OTU_2483,#N/A,#N/A
OTU_2420,Taphrina,plant_pathogen
OTU_659,#N/A,#N/A
OTU_4995,#N/A,#N/A
OTU_4694,#N/A,#N/A
OTU_247,#N/A,#N/A
OTU_2410,Xenasmatella,wood_saprotroph
OTU_2914,Neoerysiphe,plant_pathogen
OTU_1349,#N/A,#N/A
OTU_7528,Neosetophoma,litter_saprotroph
OTU_4146,Sporobolomyces,mycoparasite
OTU_5245,Aspergillus,unspecified_saprotroph
OTU_1730,Neofavolus,wood_saprotroph
OTU_3111,#N/A,#N/A
OTU_1543,Periconia,plant_pathogen
OTU_3617,#N/A,#N/A
OTU_7738,Septoriella,litter_saprotroph
OTU_3707,#N/A,#N/A
OTU_711,#N/A,#N/A
OTU_3080,Sistotrema,litter_saprotroph
OTU_2923,Coniothyrium,plant_pathogen
OTU_2974,#N/A,#N/A
OTU_5350,Neosetophoma,litter_saprotroph
OTU_6004,Neosetophoma,litter_saprotroph
OTU_2437,Coniochaeta,unspecified_saprotroph
OTU_2057,Diaporthe,plant_pathogen
OTU_202,Hymenoscyphus,litter_saprotroph
OTU_3154,Vishniacozyma,soil_saprotroph
OTU_272,#N/A,#N/A
OTU_3407,#N/A,#N/A
OTU_3610,Colletotrichum,plant_pathogen
OTU_934,Colletotrichum,plant_pathogen
OTU_1642,Alternaria,plant_pathogen
OTU_1678,#N/A,#N/A
OTU_982,Aaosphaeria,soil_saprotroph
OTU_1258,Cistella,wood_saprotroph
OTU_3540,Papiliotrema,mycoparasite
OTU_4034,Dissoconium,litter_saprotroph
OTU_2593,Phaeosphaeria,litter_saprotroph
OTU_4547,#N/A,#N/A
OTU_5782,Neosetophoma,litter_saprotroph
OTU_3880,#N/A,#N/A
OTU_1301,#N/A,#N/A
OTU_1116,Paraconiothyrium,wood_saprotroph
OTU_3001,Sphaerellopsis,plant_pathogen
OTU_721,#N/A,#N/A
OTU_6641,Taphrina,plant_pathogen
OTU_2008,#N/A,#N/A
OTU_1531,#N/A,#N/A
OTU_4320,Ramularia,plant_pathogen
OTU_4718,Coniochaeta,unspecified_saprotroph
OTU_4870,Alternaria,plant_pathogen
OTU_2650,#N/A,#N/A
OTU_1935,Irpex,wood_saprotroph
OTU_2317,Diaporthe,plant_pathogen
OTU_3264,Exophiala,animal_parasite
OTU_4171,#N/A,#N/A
OTU_3753,#N/A,#N/A
OTU_1844,Phaeopoacea,litter_saprotroph
OTU_1390,Neocucurbitaria,unspecified_saprotroph
OTU_5914,Neosetophoma,litter_saprotroph
OTU_821,Massariosphaeria,wood_saprotroph
OTU_3606,Peltaster,plant_pathogen
OTU_1934,#N/A,#N/A
OTU_928,Neodevriesia,plant_pathogen
OTU_3595,#N/A,#N/A
OTU_292,Ascobolus,litter_saprotroph
OTU_1016,Papiliotrema,mycoparasite
OTU_1969,Kondoa,unspecified_saprotroph
OTU_2063,Peniophora,wood_saprotroph
OTU_4286,#N/A,#N/A
OTU_3438,Diaporthe,plant_pathogen
OTU_5665,#N/A,#N/A
OTU_2851,Scopuloides,wood_saprotroph
OTU_4249,#N/A,#N/A
OTU_1409,Tilletiopsis,plant_pathogen
OTU_5175,Tilletia,plant_pathogen
OTU_4460,Dioszegia,litter_saprotroph
OTU_2028,Zymoseptoria,plant_pathogen
OTU_2027,Leptospora,litter_saprotroph
OTU_476,Ascobolus,litter_saprotroph
OTU_2313,#N/A,#N/A
OTU_3042,#N/A,#N/A
OTU_1221,Neopseudolachnella,litter_saprotroph
OTU_2615,#N/A,#N/A
OTU_561,#N/A,#N/A
OTU_2102,#N/A,#N/A
OTU_2942,#N/A,#N/A
OTU_997,Calycina,wood_saprotroph
OTU_4486,Neosetophoma,litter_saprotroph
OTU_6848,Nigrospora,litter_saprotroph
OTU_6101,Malassezia,soil_saprotroph
OTU_3086,#N/A,#N/A
OTU_2217,#N/A,#N/A
OTU_1682,Hyphoderma,wood_saprotroph
OTU_3699,#N/A,#N/A
OTU_2333,Paraphaeosphaeria,wood_saprotroph
OTU_3055,Dichotomophthora,plant_pathogen
OTU_7158,Hannaella,animal_parasite
OTU_4914,Neosetophoma,litter_saprotroph
OTU_5158,Orbilia,wood_saprotroph
OTU_2073,#N/A,#N/A
OTU_2409,Sporobolomyces,mycoparasite
OTU_1838,Rhodosporidiobolus,unspecified_saprotroph
OTU_6921,Alternaria,plant_pathogen
OTU_1169,Curvularia,plant_pathogen
OTU_514,Tubeufia,wood_saprotroph
OTU_2350,#N/A,#N/A
OTU_710,Cladorrhinum,unspecified_saprotroph
OTU_3967,#N/A,#N/A
OTU_4728,#N/A,#N/A
OTU_3156,Melampsora,plant_pathogen
OTU_1318,Penicillium,unspecified_saprotroph
OTU_6743,Ramularia,plant_pathogen
OTU_2558,Ophiobolus,litter_saprotroph
OTU_134,#N/A,#N/A
OTU_6961,Neosetophoma,litter_saprotroph
OTU_2972,Stagonospora,plant_pathogen
OTU_6741,Neosetophoma,litter_saprotroph
OTU_5582,#N/A,#N/A
OTU_2522,Diaporthe,plant_pathogen
OTU_450,Sistotrema,litter_saprotroph
OTU_1437,#N/A,#N/A
OTU_2504,Neopyrenochaeta,unspecified_saprotroph
OTU_2475,#N/A,#N/A
OTU_3432,#N/A,#N/A
OTU_1889,Glomus,arbuscular_mycorrhizal
OTU_7837,#N/A,#N/A
OTU_4566,Teunia,soil_saprotroph
OTU_6740,Symmetrospora,epiphyte
OTU_118,Niesslia,litter_saprotroph
OTU_4020,Eriospora,unspecified_saprotroph
OTU_1826,Neodevriesia,plant_pathogen
OTU_3209,Fuscoporia,wood_saprotroph
OTU_2623,#N/A,#N/A
OTU_407,Humicola,wood_saprotroph
OTU_7853,#N/A,#N/A
OTU_5909,#N/A,#N/A
OTU_1501,#N/A,#N/A
OTU_2491,Hyphoderma,wood_saprotroph
OTU_1845,#N/A,#N/A
OTU_3327,#N/A,#N/A
OTU_656,Kurtzmanomyces,unspecified_saprotroph
OTU_4377,Schizothecium,dung_saprotroph
OTU_2199,Leptosphaeria,plant_pathogen
OTU_1069,Papiliotrema,mycoparasite
OTU_4644,#N/A,#N/A
OTU_5981,#N/A,#N/A
OTU_4189,Leucosporidium,soil_saprotroph
OTU_4348,Rhizosphaera,plant_pathogen
OTU_889,#N/A,#N/A
OTU_3480,Pseudomassaria,plant_pathogen
OTU_3075,#N/A,#N/A
OTU_1572,#N/A,#N/A
OTU_4962,Keissleriella,wood_saprotroph
OTU_3313,#N/A,#N/A
OTU_4930,Alternaria,plant_pathogen
OTU_672,#N/A,#N/A
OTU_3954,Sterellum,#N/A
OTU_923,Karstenia,unspecified_saprotroph
OTU_5381,#N/A,#N/A
OTU_4776,#N/A,#N/A
OTU_151,#N/A,#N/A
OTU_4237,#N/A,#N/A
OTU_2682,Tricladium,litter_saprotroph
OTU_3198,Exobasidium,plant_pathogen
OTU_1598,Diaporthe,plant_pathogen
OTU_624,#N/A,#N/A
OTU_4310,Neosetophoma,litter_saprotroph
OTU_1376,Diaporthe,plant_pathogen
OTU_6430,Neosetophoma,litter_saprotroph
OTU_5075,Alternaria,plant_pathogen
OTU_2387,Extremus,unspecified_saprotroph
OTU_1272,Protomyces,plant_pathogen
OTU_100,#N/A,#N/A
OTU_3022,Oliveonia,wood_saprotroph
OTU_207,#N/A,#N/A
OTU_5388,Ceratobasidium,plant_pathogen
OTU_6976,#N/A,#N/A
OTU_6758,Colletotrichum,plant_pathogen
OTU_5287,Hyphoderma,wood_saprotroph
OTU_4230,Papiliotrema,mycoparasite
OTU_5108,#N/A,#N/A
OTU_7495,Ceratobasidium,plant_pathogen
OTU_1847,Lophodermium,plant_pathogen
OTU_6576,Sclerostagonospora,litter_saprotroph
OTU_5871,Neosetophoma,litter_saprotroph
OTU_3218,#N/A,#N/A
OTU_2065,#N/A,#N/A
OTU_1985,#N/A,#N/A
OTU_3833,#N/A,#N/A
OTU_4879,Toxicocladosporium,plant_pathogen
OTU_7033,Proliferodiscus,wood_saprotroph
OTU_3254,Sistotrema,litter_saprotroph
OTU_2431,Dioszegia,litter_saprotroph
OTU_4474,#N/A,#N/A
OTU_6091,#N/A,#N/A
OTU_3755,#N/A,#N/A
OTU_1974,#N/A,#N/A
OTU_750,Waitea,plant_pathogen
OTU_4916,#N/A,#N/A
OTU_2042,Hyphodontia,wood_saprotroph
OTU_7574,Dissoconium,litter_saprotroph
OTU_2941,Hyphodontia,wood_saprotroph
OTU_5691,Mycoacia,wood_saprotroph
OTU_3526,Typhula,plant_pathogen
OTU_2262,Sarocladium,plant_pathogen
OTU_3068,Phaeococcomyces,unspecified_saprotroph
OTU_413,#N/A,#N/A
OTU_3108,Golovinomyces,plant_pathogen
OTU_3358,Paraglomus,arbuscular_mycorrhizal
OTU_1616,#N/A,#N/A
OTU_2995,Kondoa,unspecified_saprotroph
OTU_7803,Neovaginatispora,wood_saprotroph
OTU_838,Rhizophlyctis,litter_saprotroph
OTU_3217,Eriospora,unspecified_saprotroph
OTU_1743,Alternaria,plant_pathogen
OTU_1222,#N/A,#N/A
OTU_2708,Junghuhnia,wood_saprotroph
OTU_3334,Neodevriesia,plant_pathogen
OTU_2756,Cystobasidium,mycoparasite
OTU_6573,Lophophacidium,plant_pathogen
OTU_422,Ceratocystis,plant_pathogen
OTU_7668,#N/A,#N/A
OTU_154,Arthrobotrys,animal_parasite
OTU_2299,Mycogloea,mycoparasite
OTU_6552,Herpotrichia,plant_pathogen
OTU_6598,Saitozyma,soil_saprotroph
OTU_1715,#N/A,#N/A
OTU_1082,#N/A,#N/A
OTU_1746,Dendryphion,plant_pathogen
OTU_4433,Paramycosphaerella,plant_pathogen
OTU_2148,#N/A,#N/A
OTU_3456,Hymenoscyphus,litter_saprotroph
OTU_2435,#N/A,#N/A
OTU_1931,#N/A,#N/A
OTU_594,Schizothecium,dung_saprotroph
OTU_7412,#N/A,#N/A
OTU_3152,#N/A,#N/A
OTU_2510,Symmetrospora,epiphyte
OTU_4841,Neosetophoma,litter_saprotroph
OTU_7627,Ramularia,plant_pathogen
OTU_4477,#N/A,#N/A
OTU_3647,Phaeococcomyces,unspecified_saprotroph
OTU_4560,Subulicystidium,wood_saprotroph
OTU_4211,#N/A,#N/A
OTU_7538,Phaeosphaeria,litter_saprotroph
OTU_641,#N/A,#N/A
OTU_3008,#N/A,#N/A
OTU_3479,#N/A,#N/A
OTU_1909,Cyphellophora,litter_saprotroph
OTU_236,#N/A,#N/A
OTU_2720,#N/A,#N/A
OTU_2730,Pseudocoleophoma,plant_pathogen
OTU_5323,#N/A,#N/A
OTU_1444,#N/A,#N/A
OTU_5523,Vishniacozyma,soil_saprotroph
OTU_3916,Preussia,dung_saprotroph
OTU_2489,Cyphellophora,litter_saprotroph
OTU_2729,Neodevriesia,plant_pathogen
